state,year,yield_bu_acre,ndvi_01,ndvi_02,ndvi_03,ndvi_04,ndvi_05,ndvi_06,ndvi_07,ndvi_08,ndvi_09,ndvi_10,ndvi_11,ndvi_12,tmax_01,tmax_02,tmax_03,tmax_04,tmax_05,tmax_06,tmax_07,tmax_08,tmax_09,tmax_10,tmax_11,tmax_12,precip_01,precip_02,precip_03,precip_04,precip_05,precip_06,precip_07,precip_08,precip_09,precip_10,precip_11,precip_12,ph,ocd,clay,sand,silt,bd,irr_frac,planting_doy,harvest_doy
Idaho,2000,75.0,,0.1431342198312563,0.2001171818882857,0.3319762614526211,0.4472651266150856,0.4907702307372893,0.4670627800070576,0.4260328430693605,0.4044293937194009,0.3405804298465051,0.1929564669753692,0.1580122987134557,0.4676384091543468,4.634629432725433,7.46693470732373,14.472303532366652,16.527740374989435,23.3429201001843,28.24600934825912,27.87021725371602,19.658477918606938,12.483433523097515,1.1830150085157245,0.0078899943129613,2.8347647628743835,2.72590349379041,1.640967070232514,1.3175099739836549,1.8147184556376708,0.875963523854291,0.3095414865607655,0.2972804389932142,1.5204659737098003,2.2280421881613135,1.1608199982414262,1.4262002322549638,67.7685076960553,228.67386699940627,198.79246184603028,342.85428801231683,458.35329018982,1.2400135883351069,,80.0,216.0
Idaho,2001,68.0,0.123239311797241,0.1164411041190378,0.2296631036651465,0.3210689402104718,0.4537991647800486,0.4398748205244058,0.4604601416487655,0.4217096771357688,0.4006530271109476,0.3587882114692349,0.3199833413954007,0.0906935567957973,0.0433448982037134,1.335779637625535,8.519955161032556,10.78086439667652,19.6219589622782,21.960554767415772,26.303734184657745,29.54126019564393,23.77287397513129,13.165608889942009,7.113663718683085,-1.3058882434082193,1.0408449685906402,1.1094635946341431,1.3234139519120462,2.0591284528273976,0.9501809465902132,1.378589573873304,0.9641091585031464,0.1572480781221662,0.6045297957072044,2.012528884301397,2.1894500545737987,2.992046610263559,67.7685076960553,228.67386699940627,198.79246184603028,342.85428801231683,458.35329018982,1.2400135883351069,,80.0,216.0
Idaho,2002,65.0,0.0682499392359509,0.106034151794888,0.1325235440246626,0.301334151950122,0.4134961739219095,0.5002591684909732,0.4789174879942543,0.440340720065954,0.4150245114628014,0.3847523615597678,0.2990710607084396,0.2248400094941663,-0.9194394284497208,1.6771129792051056,4.841021802432351,11.807800159189298,16.68405426319282,22.52075616621289,29.189608380807385,25.29521064317794,20.801436598384896,11.877462071236494,6.2165152357728175,2.0499899020730936,2.5133134459361677,1.2880190995301208,2.092724738710064,1.7036513589812503,1.3698766958824335,1.3333216229808154,0.4572065800964133,0.4687886029043979,0.9294461722364866,0.5261104496242757,1.3686025213409947,2.6621086879564326,67.7685076960553,228.67386699940627,198.79246184603028,342.85428801231683,458.35329018982,1.2400135883351069,0.3200192194202719,80.0,216.0
Idaho,2003,66.0,0.1737939999282779,0.2017999196448453,0.2404614655642531,0.320045826162353,0.4374614141775944,0.4852390835335454,0.4509499382638325,0.4310679167329623,0.3975263631152554,0.3850238227466019,0.2398961739970997,0.1030826941552241,4.081827869158872,2.2500822924695285,7.99415493585451,10.74695831739382,17.181297490581358,23.30886134304734,30.67030731230352,28.29326786425787,21.837605273041504,15.839985186224284,3.010666900883564,1.461834824317748,2.577510953712283,1.7485574592837203,2.8616206703330764,2.1593538341805587,1.7237083564864466,0.5819777032984015,0.2867254798094633,0.7917943162808597,0.638257502256345,0.7302729788540437,2.3227427340470896,3.038192344467361,67.7685076960553,228.67386699940627,198.79246184603028,342.85428801231683,458.35329018982,1.2400135883351069,,80.0,216.0
Idaho,2004,79.0,0.0691430936923211,0.1030487780101255,0.2248505283829058,0.3625060993349974,0.4496606725251513,0.5050814378478837,0.4802716268010777,0.455946188504832,0.4252480905682784,0.3628676787025364,0.3243843714908198,0.2508149930692486,-0.6724190398743417,2.077993335493886,10.89179649968861,14.020088626247514,15.749735781363428,22.632837600029063,27.562595560095588,25.589957074504127,18.989824677727995,12.577418612168856,5.363462725778163,2.4355173763868265,2.421091894804831,1.890808745503662,0.9534778445029471,1.1650546378088438,3.085167560430287,1.286341983059876,0.806258212947615,1.7459440971627067,1.4189896721269033,2.0619644740572567,1.2066109864225958,2.1848729005142156,67.7685076960553,228.67386699940627,198.79246184603028,342.85428801231683,458.35329018982,1.2400135883351069,,80.0,216.0
Idaho,2005,72.0,0.1580532416283979,0.2190176240364058,0.2547081582715338,0.3556140260347156,0.4911361715608579,0.5301832306155663,0.488089461564595,0.4462804573887555,0.4108347316958992,0.4049667347666237,0.2773925494600282,0.1458100539452786,1.7108851794640143,4.783771360678259,8.156892333386622,12.011269093924795,16.519224290204477,19.446747943307855,28.373063230184243,27.036324206901668,20.494624760935096,13.767610667468716,4.845784987789216,-0.1217254378954066,1.4971047236846944,0.6679112297802197,2.06371255997079,1.9192884787866755,3.5091104071853834,2.1950188054300313,0.3428781456960355,0.4291655711408151,0.8652275305732178,1.5383138532108362,2.4530603801042448,3.717293351287642,67.7685076960553,228.67386699940627,198.79246184603028,342.85428801231683,458.35329018982,1.2400135883351069,,80.0,216.0
Idaho,2006,73.0,0.1270537535152044,0.1583877471552961,0.1527800668796254,0.3045953370574062,0.4458502416809185,0.5200675032567939,0.4815999271167455,0.4400167873148817,0.4132893695548291,0.3998217134210365,0.2966624713485037,0.1919657889175767,1.817479318824496,2.0356531923014813,5.640526395220945,12.39388870326809,18.781736877814353,23.799303649449712,29.834339678249137,26.555378019153352,21.1719849955241,12.145563752820976,5.353663389885696,1.4244644079366822,3.9582322313281257,1.6831387472179538,2.241008007559647,2.654123873656769,1.474475382094337,1.587061309923284,0.422368214031285,0.3810159463084434,1.1325298969939597,1.3349242065520697,3.9182878606836673,2.301839143701689,67.7685076960553,228.67386699940627,198.79246184603028,342.85428801231683,458.35329018982,1.2400135883351069,,80.0,216.0
Idaho,2007,68.0,0.1628393641244065,0.1574544653685021,0.282997870367297,0.3828799282873912,0.4663277809248338,0.4866707822525605,0.452824653025886,0.4200689086782272,0.398604301096565,0.3927072936434161,0.3373904248179618,0.1279438625686619,-0.3740362743432115,4.42156537511454,10.77541971566302,13.100047168208391,18.956341773287814,23.542979024924023,31.27911915043245,27.28252460298347,20.063283544432636,12.047135073692289,6.289365645986948,-0.9705074938760276,1.1704636799193575,2.292975113868631,1.2200408941061491,1.372519258136524,0.9818434748116716,1.1713968310767249,0.3251900345313783,0.4789806955095144,1.1303314960888202,2.2358486157434068,1.774983479728616,3.1384818357128945,67.7685076960553,228.67386699940627,198.79246184603028,342.85428801231683,458.35329018982,1.2400135883351069,0.362176245921665,80.0,216.0
Idaho,2008,72.0,0.0739274409024639,0.0899250090818186,0.1380358260920696,0.2283690289250567,0.3790110196091784,0.4860006343231488,0.4777472788613452,0.4383165329268864,0.4110693142541742,0.3638424074655001,0.3556952928519491,0.1676028460066374,-1.4092371983164185,3.062336051608497,4.7461350371245885,9.58652171966287,16.994352443320167,21.488488322176977,27.92654769642337,26.715053108823383,21.8636902092141,13.448981307814677,7.457605834976505,-0.8434463122282523,3.0531346873326055,2.0528253796004523,1.9987261157121583,1.1215952400824036,1.7127294377613425,1.315413690400867,0.2735720760923787,0.6808242248582138,0.7047785359302489,0.8994463084321044,2.36141666351601,3.2323143850215805,67.7685076960553,228.67386699940627,198.79246184603028,342.85428801231683,458.35329018982,1.2400135883351069,,80.0,216.0
Idaho,2009,77.0,0.1202711846479948,0.1287235750628002,0.1608391738377523,0.2999765540878753,0.4257027837401137,0.5257418085297907,0.502746757249998,0.4595266930168533,0.4053015107011768,0.3769443635074213,0.3260520927410574,0.1956596800491389,1.3091972378805965,3.334747032377379,5.353321620423117,11.48235102958023,18.512562979351685,20.127547640485716,27.19572771595915,25.589917321382416,23.7224473375569,9.597565748473698,5.863628414333789,-2.430134491358217,2.4266104851734447,1.363486815986673,2.8494357992514407,1.650045374279848,1.8927367574667917,2.940106107474625,0.6096089470113306,1.2178993307461692,0.323543434130442,2.063486969651606,1.2006527347239349,1.4835914602204026,67.7685076960553,228.67386699940627,198.79246184603028,342.85428801231683,458.35329018982,1.2400135883351069,,80.0,216.0
