state,year,yield_bu_acre,ndvi_01,ndvi_02,ndvi_03,ndvi_04,ndvi_05,ndvi_06,ndvi_07,ndvi_08,ndvi_09,ndvi_10,ndvi_11,ndvi_12,tmax_01,tmax_02,tmax_03,tmax_04,tmax_05,tmax_06,tmax_07,tmax_08,tmax_09,tmax_10,tmax_11,tmax_12,precip_01,precip_02,precip_03,precip_04,precip_05,precip_06,precip_07,precip_08,precip_09,precip_10,precip_11,precip_12,ph,ocd,clay,sand,silt,bd,irr_frac,planting_doy,harvest_doy
Alabama,2000,54.0,,0.5109500395768413,0.5828577980255982,0.6987141788534678,0.7235795495092499,0.7385531881237154,0.7326918645093228,0.7246671799285916,0.7013498834716876,0.6245411524260226,0.5943701091771249,0.5421491315800286,13.505078136775126,19.36977806171012,22.146674274029863,22.904513305938565,30.11997629106452,31.827542162494524,34.75607221860179,34.46454366057935,29.293108037288107,26.581619326219197,16.97318253589134,9.401146793432872,3.911315289688938,1.801514844922324,4.277610579957453,4.199022520541134,1.2070081690432657,3.2526739474567337,1.815866130868723,1.9390479285337616,2.963783452414951,0.6731391101264672,6.635257232227223,3.4583957242143772,52.94632191869391,206.3641574270625,252.67244006658595,403.35737523350616,343.9699804628908,1.5331812629683863,,275.0,121.0
Alabama,2001,48.0,0.5020009901081732,0.505858294282496,0.5282351564789984,0.6993659881088828,0.7335343431741286,0.6443287597309278,0.778213301408407,0.770246886999647,0.7324911946232943,0.6620212263776072,0.575763327089951,0.570980535987173,11.702784873947962,17.66283280374421,16.48870056061446,25.10458312996144,28.415820380235857,29.92263477223827,32.14678404443589,31.09411770080419,27.85379813611752,23.561673041862548,22.86230544502962,16.094055663108804,3.897829550558203,3.888905976367932,8.316497567315503,3.2831914745270803,3.3593929963710556,6.018592214971705,3.196833747741096,4.517637633126812,4.1150728904216916,2.7739970010892923,3.013375296765088,3.462004258500356,52.94632191869391,206.3641574270625,252.67244006658595,403.35737523350616,343.9699804628908,1.5331812629683863,,275.0,121.0
Alabama,2002,40.0,0.5261038051455272,0.5144513561700252,0.5265423606359606,0.6813875018456876,0.7513813073497576,0.7715022458517304,0.7756018564738242,0.7704658506223362,0.7282204387823877,0.743018244449475,0.6425639789830648,0.5810312764326288,15.34230592111578,14.017756231901274,20.442396073256077,25.536070670798836,27.86310515595119,31.27215880138516,32.570584549647094,32.58633631838126,30.330058821999216,24.017919719653605,16.61875357342751,13.439200484783557,4.28735170003745,2.7750312874697967,4.84030456961743,1.8308050207793083,3.536262355685416,3.046325609858135,4.504769663741517,2.5729810116869536,6.576065589916681,4.589741355410711,4.204802762758137,5.397626199342132,52.94632191869391,206.3641574270625,252.67244006658595,403.35737523350616,343.9699804628908,1.5331812629683863,,275.0,121.0
Alabama,2003,41.0,0.531719231931946,0.4994837075472736,0.556532007040391,0.6997641562343758,0.773139300441879,0.7521762161350923,0.7684920260680769,0.7732085681534494,0.7361435633734699,0.6733495974583316,0.610861578860165,0.5708891016578074,10.638262472501935,14.806530726484198,19.85951253057283,24.56313260032869,27.5308846828255,29.50452660553401,30.925723020397925,31.63987839348954,28.787302115065245,24.529672229248888,21.030599540822664,13.255669798330985,2.003401778448513,6.310655420465394,3.89583579482881,5.472345346645677,7.055529131440407,6.8489167182881285,6.560917914992523,4.893075906627181,3.086362767756979,1.3665550651628056,4.048383957963525,2.785938339999942,52.94632191869391,206.3641574270625,252.67244006658595,403.35737523350616,343.9699804628908,1.5331812629683863,,275.0,121.0
Alabama,2004,48.0,0.5315227529804868,0.4787277515389951,0.5313133398349649,0.6935250656698742,0.742503679350167,0.7512776877288827,0.7985278719066979,0.7844934831788325,0.7400260965222826,0.6939713925937672,0.6344323089076886,0.5857066042155664,13.114059235906666,12.698975322699596,22.179794081664056,24.104772068297564,28.914789495608375,29.716273932954948,31.91384503764283,30.408875170255328,28.532694779537167,25.812171085974,19.438965199074858,13.462751814381136,2.705801369614364,6.278395076051718,1.8422572795700796,2.8460482840931425,3.3401794369797404,6.538618017172913,3.617955429623704,3.5736775561384375,5.694814897995532,3.1672786587969903,7.076103878065082,3.946838661166427,52.94632191869391,206.3641574270625,252.67244006658595,403.35737523350616,343.9699804628908,1.5331812629683863,,275.0,121.0
Alabama,2005,50.0,0.5420111718868883,0.5219202835033977,0.5292288723932282,0.6951957612742502,0.75721449398815,0.759803489025134,0.757550278691955,0.7833941413150215,0.7434262281106832,0.6990236275376283,0.6033820493708697,0.5669145151162103,15.294116596460128,16.320028277505628,18.578221410640367,23.21510406916309,27.030139840931895,30.307794650893072,31.86741530803704,32.20391547701496,31.3660853552052,24.390054441102052,19.97437550986706,13.028752252554057,2.383804289827065,4.562103825621135,4.9834965403078435,6.405655333240142,2.4847854210167344,5.375988162946963,7.850642813948896,5.096206344947645,2.718757266545253,0.4767729194888899,3.159211340199379,3.2636327014502564,52.94632191869391,206.3641574270625,252.67244006658595,403.35737523350616,343.9699804628908,1.5331812629683863,,275.0,121.0
Alabama,2006,57.0,0.5253603692128017,0.5163350397399827,0.5645556140245259,0.7044288564307066,0.7556552624609771,0.7556215352360041,0.7527583591912123,0.7715602437610048,0.7306443661153164,0.6810451128168278,0.6144255453615575,0.5689231018658159,17.10743530205042,13.970022645210804,20.592001811675857,26.90267299004205,28.2455765241142,32.80681279417962,34.23272261621901,34.10959894568015,29.172285369673716,23.68517045583144,18.753354813745887,16.141050167118408,4.393323774051487,4.665718169613994,2.66609578965456,2.676476020250233,3.6552767915653273,1.7512931438614805,2.8349324056681926,3.2134101771921824,3.0498390799269446,4.177530599761156,4.148459605538956,3.39733354607961,52.94632191869391,206.3641574270625,252.67244006658595,403.35737523350616,343.9699804628908,1.5331812629683863,,275.0,121.0
Alabama,2007,42.0,0.5535645466234094,0.5274442458276113,0.574641510375699,0.6974730746738983,0.7254518236271099,0.7241723807933071,0.7666909426784795,0.7466900682135911,0.7342855241692374,0.7032502205115704,0.6244546851078245,0.5706553596141652,13.145584219615444,14.92074467629027,23.59561661021428,22.76297448221129,29.54101010107098,33.25706380275875,31.704277861409707,35.87726212555913,30.597133321007504,25.51931488263108,19.00356364241088,16.517513778735918,3.5847738507496363,2.3946112196461016,1.294626500918867,3.154721848247568,0.6468148903727554,2.382877605774669,4.419144528988451,2.282771194313659,2.6713550868583527,3.1722281615404997,2.357184901359674,3.351120722493466,52.94632191869391,206.3641574270625,252.67244006658595,403.35737523350616,343.9699804628908,1.5331812629683863,,275.0,121.0
Alabama,2008,71.0,0.5483493789435377,0.5345037431474504,0.5348145307342344,0.6987459553941794,0.7547417145549284,0.7661916142123845,0.7739354206615818,0.764232145279152,0.7453809111018591,0.6755969407936193,0.5850038745547266,0.5495595370509612,11.975418118146363,16.660467624665046,20.429536123287676,23.883107322314572,27.979674819312436,32.240598295443874,33.197524664397804,31.18315522718865,29.0929811873915,22.978276624768853,17.585200755859773,15.24584610584293,3.7850082307255697,4.911793334831418,3.4265061664541325,3.871873251878903,3.88880952697787,2.5172034097028595,3.9989488256396415,6.8221001598419155,1.7626135049617837,2.83012853042345,3.177866129603268,5.938349019220673,52.94632191869391,206.3641574270625,252.67244006658595,403.35737523350616,343.9699804628908,1.5331812629683863,,275.0,121.0
Alabama,2009,54.0,0.532197908865372,0.5166186301181791,0.5535288389140023,0.6817915883954836,0.7760569592314599,0.7614307398433923,0.7787590588818952,0.7748093642907311,0.7392308922223376,0.7322631796683658,0.6307274195522511,0.5761635624353292,13.5350188280878,16.417324071119538,20.195613452377643,23.671414112874515,26.8303621049634,32.61127088434495,31.329045368145387,30.819011850650327,28.32219942706729,22.242977661349585,18.48995452536155,11.885644165590918,3.628209477358221,3.790440733828944,7.465769647595675,3.5550989088985143,7.283592276603248,2.2164211992583285,4.945433206975299,4.478798767955022,6.996356310197325,6.095484662612739,3.96058512380306,8.781132570251746,52.94632191869391,206.3641574270625,252.67244006658595,403.35737523350616,343.9699804628908,1.5331812629683863,,275.0,121.0
