state,year,month,ndvi
Virginia,2000,1,
Virginia,2000,2,0.4764140835391771
Virginia,2000,3,0.4958233193868939
Virginia,2000,4,0.6079965187908231
Virginia,2000,5,0.7733057023701873
Virginia,2000,6,0.7939214238808342
Virginia,2000,7,0.7490570975203895
Virginia,2000,8,0.7612693307206022
Virginia,2000,9,0.7678390681696813
Virginia,2000,10,0.589415429823222
Virginia,2000,11,0.5208119054942923
Virginia,2000,12,0.4712215973384846
Virginia,2001,1,0.4298789002123726
Virginia,2001,2,0.44082712684950104
Virginia,2001,3,0.4506467036984564
Virginia,2001,4,0.5745698162803692
Virginia,2001,5,0.7506077138536313
Virginia,2001,6,0.7758108554168139
Virginia,2001,7,0.8024115942287829
Virginia,2001,8,0.8074244847625156
Virginia,2001,9,0.7546641160820042
Virginia,2001,10,0.5777895896050227
Virginia,2001,11,0.5096754925104988
Virginia,2001,12,0.5094639485295926
Virginia,2002,1,0.4762758775538956
Virginia,2002,2,0.4637333323199518
Virginia,2002,3,0.4811756712734846
Virginia,2002,4,0.5942028230124518
Virginia,2002,5,0.7699386830668865
Virginia,2002,6,0.7707000277481676
Virginia,2002,7,0.794659887180884
Virginia,2002,8,0.7658092305587875
Virginia,2002,9,0.7529918960416891
Virginia,2002,10,0.7243194583501512
Virginia,2002,11,0.5904951407889539
Virginia,2002,12,0.4992613979749611
Virginia,2003,1,0.4589043986924385
Virginia,2003,2,0.3828223928697255
Virginia,2003,3,0.4692931389669151
Virginia,2003,4,0.6054794311148167
Virginia,2003,5,0.7822748566122767
Virginia,2003,6,0.7959004915606801
Virginia,2003,7,0.7798997878972872
Virginia,2003,8,0.8117499886221603
Virginia,2003,9,0.7664062359052959
Virginia,2003,10,0.659905703327097
Virginia,2003,11,0.5678087809804288
Virginia,2003,12,0.5182745337739951
Virginia,2004,1,0.4777770605149972
Virginia,2004,2,0.40492429839784155
Virginia,2004,3,0.478458655028824
Virginia,2004,4,0.6283412832205674
Virginia,2004,5,0.7884805669908937
Virginia,2004,6,0.8068113085919516
Virginia,2004,7,0.8211433338140851
Virginia,2004,8,0.7989471556288381
Virginia,2004,9,0.7743114656765507
Virginia,2004,10,0.6360891378956408
Virginia,2004,11,0.5589461722331233
Virginia,2004,12,0.532416116402154
Virginia,2005,1,0.49043620999041854
Virginia,2005,2,0.46284215676676527
Virginia,2005,3,0.46794598442276314
Virginia,2005,4,0.6149045015781925
Virginia,2005,5,0.7534646877874589
Virginia,2005,6,0.7997879036544351
Virginia,2005,7,0.8212679511275719
Virginia,2005,8,0.8031107049171885
Virginia,2005,9,0.7469914038054237
Virginia,2005,10,0.7104740061535427
Virginia,2005,11,0.576882774824541
Virginia,2005,12,0.48806088285611354
Virginia,2006,1,0.4864112089634293
Virginia,2006,2,0.4742169296541404
Virginia,2006,3,0.47854648655832394
Virginia,2006,4,0.5987063602931997
Virginia,2006,5,0.7674082167049301
Virginia,2006,6,0.7962127680375035
Virginia,2006,7,0.811759414339889
Virginia,2006,8,0.7900231305088392
Virginia,2006,9,0.780187270221949
Virginia,2006,10,0.6334226059092533
Virginia,2006,11,0.5528751414300778
Virginia,2006,12,0.5314547427593156
Virginia,2007,1,0.5077318608809848
Virginia,2007,2,0.4518106157424055
Virginia,2007,3,0.48764667416408675
Virginia,2007,4,0.616723260827204
Virginia,2007,5,0.7669778389360244
Virginia,2007,6,0.7901320699596586
Virginia,2007,7,0.7886162413263758
Virginia,2007,8,0.7849195463911354
Virginia,2007,9,0.7332480945520701
Virginia,2007,10,0.6624216453380676
Virginia,2007,11,0.5696478160870755
Virginia,2007,12,0.5157944156459782
Virginia,2008,1,0.4857404524369067
Virginia,2008,2,0.47720852221265025
Virginia,2008,3,0.49053858000711575
Virginia,2008,4,0.6119762631350114
Virginia,2008,5,0.7683267634490465
Virginia,2008,6,0.7793251926181526
Virginia,2008,7,0.8009569219134247
Virginia,2008,8,0.7842291102101712
Virginia,2008,9,0.7731663219890147
Virginia,2008,10,0.6364877689103121
Virginia,2008,11,0.5367693415595876
Virginia,2008,12,0.5107598596691402
Virginia,2009,1,0.4784379102723432
Virginia,2009,2,0.4463357526724637
Virginia,2009,3,0.4719355370165541
Virginia,2009,4,0.560470431787377
Virginia,2009,5,0.7874303522406036
Virginia,2009,6,0.8026462981494363
Virginia,2009,7,0.8000425694172876
Virginia,2009,8,0.8071262679552187
Virginia,2009,9,0.7549190114736096
Virginia,2009,10,0.6643179167029788
Virginia,2009,11,0.569168665898655
Virginia,2009,12,0.4368423832438135
Virginia,2010,1,0.4209739645470156
Virginia,2010,2,0.25239435752854417
Virginia,2010,3,0.4826567495978603
Virginia,2010,4,0.6818412889402011
Virginia,2010,5,0.7715206705615097
Virginia,2010,6,0.7816177583298309
Virginia,2010,7,0.772871188508672
Virginia,2010,8,0.783378670473831
Virginia,2010,9,0.7173993376047205
Virginia,2010,10,0.6473677497878961
Virginia,2010,11,0.5655230442762692
Virginia,2010,12,0.49149913129736417
Virginia,2011,1,0.4620479905112735
Virginia,2011,2,0.4559207920295845
Virginia,2011,3,0.5000947344218442
Virginia,2011,4,0.6341002589493991
Virginia,2011,5,0.7777672273400119
Virginia,2011,6,0.798691486335318
Virginia,2011,7,0.7950387491303795
Virginia,2011,8,0.7986432850547344
Virginia,2011,9,0.7396736267158956
Virginia,2011,10,0.6624915450493087
Virginia,2011,11,0.5716088512526408
Virginia,2011,12,0.5322108925696946
Virginia,2012,1,0.5051812367151153
Virginia,2012,2,0.4839425576476896
Virginia,2012,3,0.5335549423187036
Virginia,2012,4,0.6776424599314175
Virginia,2012,5,0.789233506154171
Virginia,2012,6,0.794177568564183
Virginia,2012,7,0.795990979481111
Virginia,2012,8,0.8006094186053537
Virginia,2012,9,0.7491712563738647
Virginia,2012,10,0.6020720837601646
Virginia,2012,11,0.5382250926251579
Virginia,2012,12,0.5246823265696369
