state,year,month,ndvi
Washington,2000,1,
Washington,2000,2,0.22137227058898734
Washington,2000,3,0.38323150677512474
Washington,2000,4,0.4913850170484629
Washington,2000,5,0.5543419987499447
Washington,2000,6,0.5844358560761642
Washington,2000,7,0.5690904503929944
Washington,2000,8,0.5500420519816702
Washington,2000,9,0.5333228876442092
Washington,2000,10,0.4874594087181157
Washington,2000,11,0.39901616055327366
Washington,2000,12,0.31727771414960504
Washington,2001,1,0.32454331886030324
Washington,2001,2,0.33385845481727794
Washington,2001,3,0.4286216378820497
Washington,2001,4,0.4592661157219817
Washington,2001,5,0.5546153306456024
Washington,2001,6,0.48749469244760435
Washington,2001,7,0.5686521677183305
Washington,2001,8,0.5511497410616886
Washington,2001,9,0.5370396719644557
Washington,2001,10,0.4430240920280284
Washington,2001,11,0.4515357046578146
Washington,2001,12,0.32346306587399676
Washington,2002,1,0.27487211643629766
Washington,2002,2,0.3741652248467942
Washington,2002,3,0.32952055066359137
Washington,2002,4,0.4630053066288171
Washington,2002,5,0.5354676903110447
Washington,2002,6,0.5838417797905333
Washington,2002,7,0.5674449747813306
Washington,2002,8,0.551346637244729
Washington,2002,9,0.5379046153716888
Washington,2002,10,0.5160213313267042
Washington,2002,11,0.5000442295611147
Washington,2002,12,0.3705708075099778
Washington,2003,1,0.3533340548618717
Washington,2003,2,0.43049591644377455
Washington,2003,3,0.36567342922964646
Washington,2003,4,0.46950798915380393
Washington,2003,5,0.5547002500466897
Washington,2003,6,0.5814045731546372
Washington,2003,7,0.558991452083744
Washington,2003,8,0.5422557373227522
Washington,2003,9,0.5276357055129088
Washington,2003,10,0.517022641476562
Washington,2003,11,0.4330427897194377
Washington,2003,12,0.25977487708411984
Washington,2004,1,0.18245898942307326
Washington,2004,2,0.3503662276990115
Washington,2004,3,0.4336429082895964
Washington,2004,4,0.5081069756446184
Washington,2004,5,0.5636269054224428
Washington,2004,6,0.596615318767095
Washington,2004,7,0.5704935479733859
Washington,2004,8,0.555482296363576
Washington,2004,9,0.5519859614164744
Washington,2004,10,0.5140728029915005
Washington,2004,11,0.4859280790283906
Washington,2004,12,0.413568832540309
Washington,2005,1,0.3488324086044498
Washington,2005,2,0.47165152212246303
Washington,2005,3,0.4670245123031356
Washington,2005,4,0.5239112183297485
Washington,2005,5,0.5702286293403678
Washington,2005,6,0.5848853997379393
Washington,2005,7,0.567594965345987
Washington,2005,8,0.5438326049771011
Washington,2005,9,0.5101810158131797
Washington,2005,10,0.529935922367591
Washington,2005,11,0.40891722616852266
Washington,2005,12,0.2689414377916849
Washington,2006,1,0.281729381663664
Washington,2006,2,0.41263049481350245
Washington,2006,3,0.40185457901161653
Washington,2006,4,0.49125611794967755
Washington,2006,5,0.5486046655356386
Washington,2006,6,0.5999667572260562
Washington,2006,7,0.5761402845355718
Washington,2006,8,0.5477251249327099
Washington,2006,9,0.5393757915913155
Washington,2006,10,0.5323122811666338
Washington,2006,11,0.3622760838039031
Washington,2006,12,0.3114083771753239
Washington,2007,1,0.3120791825672851
Washington,2007,2,0.3212147808685123
Washington,2007,3,0.42826909175869915
Washington,2007,4,0.4853518846056507
Washington,2007,5,0.5629353103228124
Washington,2007,6,0.5796706760687804
Washington,2007,7,0.5687491898158473
Washington,2007,8,0.5508526205061606
Washington,2007,9,0.5192845696134475
Washington,2007,10,0.5179272330071345
Washington,2007,11,0.45921392914589637
Washington,2007,12,0.32663041519570857
Washington,2008,1,0.2648353869262261
Washington,2008,2,0.2960920949152699
Washington,2008,3,0.3599708311167192
Washington,2008,4,0.4042297049431547
Washington,2008,5,0.5130976416125952
Washington,2008,6,0.5654129424165948
Washington,2008,7,0.5645221652578942
Washington,2008,8,0.554381059173126
Washington,2008,9,0.5418591683754518
Washington,2008,10,0.45854882368503236
Washington,2008,11,0.4764579007102957
Washington,2008,12,0.2926888477748895
Washington,2009,1,0.3121683537129033
Washington,2009,2,0.33617377617449545
Washington,2009,3,0.3466048745621452
Washington,2009,4,0.4655337386703823
Washington,2009,5,0.5436620763896235
Washington,2009,6,0.5738876221396925
Washington,2009,7,0.5667988583773779
Washington,2009,8,0.5527075558735929
Washington,2009,9,0.5399660740846596
Washington,2009,10,0.4157435957432116
Washington,2009,11,0.4682678131187348
Washington,2009,12,0.418298850789658
Washington,2010,1,0.264118000358561
Washington,2010,2,0.4269672068170144
Washington,2010,3,0.43668936527676305
Washington,2010,4,0.4783646666947043
Washington,2010,5,0.521966412656915
Washington,2010,6,0.5995896098030072
Washington,2010,7,0.5837960323628327
Washington,2010,8,0.5647323584393188
Washington,2010,9,0.5577377851899422
Washington,2010,10,0.5563378043230026
Washington,2010,11,0.40660584211899814
Washington,2010,12,0.31137190411525234
Washington,2011,1,0.3491613612947373
Washington,2011,2,0.365361038231873
Washington,2011,3,0.32326613416791833
Washington,2011,4,0.4557522210454249
Washington,2011,5,0.5425098226384059
Washington,2011,6,0.5819164783898775
Washington,2011,7,0.5862904448336954
Washington,2011,8,0.5682327462215933
Washington,2011,9,0.5415122680078007
Washington,2011,10,0.5550027337675444
Washington,2011,11,0.4511248165549622
Washington,2011,12,0.4452623642552092
Washington,2012,1,0.32951006082862944
Washington,2012,2,0.332218815295506
Washington,2012,3,0.3420053551449112
Washington,2012,4,0.47033685419844135
Washington,2012,5,0.5248707601589045
Washington,2012,6,0.5773532516767377
Washington,2012,7,0.5883036725732302
Washington,2012,8,0.5648582339936797
Washington,2012,9,0.5410097079470958
Washington,2012,10,0.46097208373537596
Washington,2012,11,0.43162988384399537
Washington,2012,12,0.3117895962212015
Washington,2013,1,0.3277965820491071
Washington,2013,2,0.3758784658315224
Washington,2013,3,0.4456248411478606
Washington,2013,4,0.508868892436474
Washington,2013,5,0.5665769425743502
Washington,2013,6,0.5801664088675219
Washington,2013,7,0.5841599413911966
Washington,2013,8,0.5722350567142187
Washington,2013,9,0.55181227374547
Washington,2013,10,0.5528289318516393
Washington,2013,11,0.4698715803555435
Washington,2013,12,0.4396562335236155
Washington,2014,1,0.4095450193705532
Washington,2014,2,0.3366558402837872
Washington,2014,3,0.41958336853446726
Washington,2014,4,0.49486133638468593
Washington,2014,5,0.5576777328144534
Washington,2014,6,0.5779633273172076
Washington,2014,7,0.5668765863966141
Washington,2014,8,0.5589485761883933
Washington,2014,9,0.5455001359827854
Washington,2014,10,0.47738963898013803
Washington,2014,11,0.5243310958212024
Washington,2014,12,0.44517851301387357
Washington,2015,1,0.4017478381150408
Washington,2015,2,0.49025140589905813
Washington,2015,3,0.5057680144725851
Washington,2015,4,0.5544790480845877
Washington,2015,5,0.5939518266426996
Washington,2015,6,0.5936675603936303
Washington,2015,7,0.5602846676573563
Washington,2015,8,0.542548169275605
Washington,2015,9,0.5318431340744239
Washington,2015,10,0.5030568809627867
Washington,2015,11,0.48185953701782575
Washington,2015,12,0.2804177647603299
Washington,2016,1,0.2655667935000316
Washington,2016,2,0.323686422084508
Washington,2016,3,0.4684383370955026
Washington,2016,4,0.5560663701724423
Washington,2016,5,0.5947003310740897
Washington,2016,6,0.5842472527237799
Washington,2016,7,0.5771552922574508
