state,year,month,ndvi
Oregon,2000,1,
Oregon,2000,2,0.20617045973432416
Oregon,2000,3,0.369012425231484
Oregon,2000,4,0.4637159496528276
Oregon,2000,5,0.4994205476485585
Oregon,2000,6,0.49012753192747205
Oregon,2000,7,0.46380434927720776
Oregon,2000,8,0.4515697976459051
Oregon,2000,9,0.44917640529182545
Oregon,2000,10,0.45411109739484756
Oregon,2000,11,0.3896958517221617
Oregon,2000,12,0.361647018934911
Oregon,2001,1,0.3158299976221132
Oregon,2001,2,0.32174546215371114
Oregon,2001,3,0.40561310055133826
Oregon,2001,4,0.4328248862953743
Oregon,2001,5,0.5104821334983709
Oregon,2001,6,0.4814508563752762
Oregon,2001,7,0.463567033314695
Oregon,2001,8,0.44936625352059095
Oregon,2001,9,0.4521943748490501
Oregon,2001,10,0.44873166677467075
Oregon,2001,11,0.39774734073107354
Oregon,2001,12,0.2583240312348106
Oregon,2002,1,0.24825595853450483
Oregon,2002,2,0.338686180613832
Oregon,2002,3,0.2980388466601418
Oregon,2002,4,0.4500140467903266
Oregon,2002,5,0.4852270793537997
Oregon,2002,6,0.48858544979144464
Oregon,2002,7,0.46657641749397427
Oregon,2002,8,0.45008871553843866
Oregon,2002,9,0.45104838271960607
Oregon,2002,10,0.44419476593780466
Oregon,2002,11,0.44111057877885007
Oregon,2002,12,0.3894988337486907
Oregon,2003,1,0.3796536959415996
Oregon,2003,2,0.4094693314730152
Oregon,2003,3,0.39114177523789767
Oregon,2003,4,0.4467803938546422
Oregon,2003,5,0.501548610790995
Oregon,2003,6,0.480835762595983
Oregon,2003,7,0.45687920269216203
Oregon,2003,8,0.45112929188190576
Oregon,2003,9,0.4484907607189077
Oregon,2003,10,0.44698982387160924
Oregon,2003,11,0.3889638577179481
Oregon,2003,12,0.2130039997717436
Oregon,2004,1,0.2300907656137846
Oregon,2004,2,0.29035298857780373
Oregon,2004,3,0.4013735457459684
Oregon,2004,4,0.47380191793392434
Oregon,2004,5,0.5048405467800136
Oregon,2004,6,0.5013109031044902
Oregon,2004,7,0.47434536229841046
Oregon,2004,8,0.4667656215330119
Oregon,2004,9,0.4724749609025962
Oregon,2004,10,0.4666807426399706
Oregon,2004,11,0.47017126155413735
Oregon,2004,12,0.42090531949055277
Oregon,2005,1,0.3195367885009402
Oregon,2005,2,0.41575464255856115
Oregon,2005,3,0.4109016582839928
Oregon,2005,4,0.4901450182288093
Oregon,2005,5,0.5470524583824755
Oregon,2005,6,0.5150085763156443
Oregon,2005,7,0.4794248376483004
Oregon,2005,8,0.458223489762918
Oregon,2005,9,0.4581827796690298
Oregon,2005,10,0.46701725376519665
Oregon,2005,11,0.42630938317888367
Oregon,2005,12,0.27537503213469283
Oregon,2006,1,0.27031665054313164
Oregon,2006,2,0.3499440368635124
Oregon,2006,3,0.32607900628387354
Oregon,2006,4,0.4439076359350543
Oregon,2006,5,0.5024111305746803
Oregon,2006,6,0.5126139291564533
Oregon,2006,7,0.479711801237617
Oregon,2006,8,0.4619032205221853
Oregon,2006,9,0.4613199469189901
Oregon,2006,10,0.4632997397187056
Oregon,2006,11,0.3804852009457483
Oregon,2006,12,0.3634149482991495
Oregon,2007,1,0.3391257145840467
Oregon,2007,2,0.34264070842944233
Oregon,2007,3,0.43836670207012823
Oregon,2007,4,0.48022402636330636
Oregon,2007,5,0.5071943865546101
Oregon,2007,6,0.4893698676034046
Oregon,2007,7,0.4669409398474358
Oregon,2007,8,0.45999165088252214
Oregon,2007,9,0.45857598102010716
Oregon,2007,10,0.47702519700506946
Oregon,2007,11,0.4499501809427584
Oregon,2007,12,0.2664176941610329
Oregon,2008,1,0.2809941122083261
Oregon,2008,2,0.2885655743586076
Oregon,2008,3,0.3388134031580475
Oregon,2008,4,0.4061214298833659
Oregon,2008,5,0.4852470394646883
Oregon,2008,6,0.4993183982544264
Oregon,2008,7,0.4809314392699177
Oregon,2008,8,0.46527289080854967
Oregon,2008,9,0.4627589823319676
Oregon,2008,10,0.4660351336630698
Oregon,2008,11,0.4744320862179635
Oregon,2008,12,0.3331206511118048
Oregon,2009,1,0.3500121632387844
Oregon,2009,2,0.34463592110476193
Oregon,2009,3,0.3632931634741284
