state,year,yield,ndvi_01,ndvi_02,ndvi_03,ndvi_04,ndvi_05,ndvi_06,ndvi_07,ndvi_08,ndvi_09,ndvi_10,ndvi_11,ndvi_12,tmax_01,tmax_02,tmax_03,tmax_04,tmax_05,tmax_06,tmax_07,tmax_08,tmax_09,tmax_10,tmax_11,tmax_12,precip_01,precip_02,precip_03,precip_04,precip_05,precip_06,precip_07,precip_08,precip_09,precip_10,precip_11,precip_12,ph,ocd,clay,sand,silt,bd,planting_doy,harvest_doy,irr_flag
Alabama,2000,54.0,0.8317906636615591,0.8639703084970609,0.8992517223140775,0.900807598178099,0.8932258614270885,0.8912912561588588,0.8522229938411073,0.8566097533572536,0.8724919555124915,0.8173159202928689,0.8610459751469575,0.8544289811733022,0.6966802675770616,0.8056821574653621,0.7981742616549756,0.6716044720991792,0.8601569614257781,0.6359724885366838,0.6548146696890031,0.6992772581181763,0.6861629016465614,0.8118795405170589,0.6468601162375003,0.5682151130956674,0.3862422704984612,0.1443895652013979,0.4364931975144551,0.4036019024795163,0.10551004388074595,0.2667967621096577,0.18197859897433896,0.17170225980459294,0.26154766078185676,0.0564462567903341,0.5398215976020042,0.34975595675955945,0.04805653643242391,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.49877093162312375,0.9087190185933824,275.0,121.0,0
Alabama,2001,48.0,0.8177040943609883,0.8556668630177025,0.8131853422547215,0.9016734584838142,0.9058746525174184,0.7743183642784315,0.9067022750452312,0.9120644848528355,0.9124044479177206,0.8680376005392202,0.833123273386847,0.8997431911917138,0.6431305828179559,0.758209588893843,0.6090129641366249,0.7612391707580739,0.7750104321111441,0.5426172396256514,0.5042563225544336,0.5096865106329111,0.5985262306645862,0.689955260033838,0.850618509716651,0.7474237914861732,0.3848980734745861,0.3123741815049483,0.856182489431402,0.3152767937386591,0.2936757690634448,0.49388842834474117,0.32116895081821495,0.4013619624997209,0.3641459724577706,0.2364724572771691,0.2443432752923288,0.35012646000405107,0.04805653643242391,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.49877093162312375,0.9087190185933824,275.0,121.0,0
Alabama,2002,40.0,0.8556439868100418,0.8696801368087332,0.8105180818245298,0.8777909230904917,0.928551418008859,0.9321951558473188,0.9035769421772107,0.9123308878133591,0.9069308020190322,0.9776506407070751,0.9333692305573859,0.9155399022001122,0.7512679258185313,0.6568348396464909,0.7411956519759985,0.7788187290410502,0.7473945416000963,0.6087543926950609,0.5287100046778317,0.5936257060029639,0.7493007392104662,0.7083753055163308,0.6345971906527669,0.6763376468680268,0.4237238663352933,0.22273414739442415,0.49496392046993803,0.1752048972689565,0.30913803716505767,0.24985483422969668,0.4529982986704506,0.22816292244752573,0.583459802394476,0.3920667783257462,0.3415416365526538,0.548864826431005,0.04805653643242391,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.49877093162312375,0.9087190185933824,275.0,121.0,0
Alabama,2003,41.0,0.8644831488748083,0.8452714032392755,0.8577713861724604,0.9022023831224277,0.9561976273057985,0.9082032715442534,0.895068018110358,0.9156678259823342,0.9170855334151421,0.8833682537393914,0.8857942839833822,0.8995994841996693,0.6115015243333115,0.6787717770537132,0.7217082855050964,0.7391795276811159,0.7307954616249767,0.5221266939046019,0.43379996922796815,0.5403862438147651,0.6553654012955055,0.7290362877467415,0.7872431212036447,0.6714234470180502,0.19607014580003804,0.507266573745932,0.3968221718720185,0.526404440750504,0.6167992771829275,0.5620610049492392,0.660241390425909,0.4348000244445445,0.272471439273437,0.11586628718797842,0.32878076614275203,0.28071195637361646,0.04805653643242391,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.49877093162312375,0.9087190185933824,275.0,121.0,0
Alabama,2004,48.0,0.8641738741998247,0.811423294364288,0.8180354939703058,0.893914404977466,0.9172712985282658,0.907087812762451,0.931014407396652,0.9293976626332696,0.9220616108211521,0.9112756719669135,0.9211662500923832,0.9228880973164226,0.6850623254206823,0.6201576721446511,0.799281546012057,0.720505116661462,0.7999409494066559,0.5325039566307275,0.49081552586775024,0.47114074664760164,0.6398628752063535,0.7808146094793991,0.732173994360063,0.6769682549838258,0.26608213630817645,0.5046703944786576,0.18343048360183944,0.27311757671009557,0.2919960818205756,0.5365843847994519,0.36361460584601296,0.31728903292466326,0.5049262641116282,0.2701734528860785,0.5757864991722695,0.3999064274348497,0.04805653643242391,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.49877093162312375,0.9087190185933824,275.0,121.0,0
Alabama,2005,50.0,0.8806835426619023,0.8818602101071411,0.8147510946446378,0.8961337490489778,0.9359631998763467,0.9176719855744426,0.8819731210074896,0.9280601439918169,0.9264194146894011,0.9181128475200617,0.8745699535076946,0.8933526414604493,0.749836126012535,0.7208642905296936,0.6788712729946831,0.6842584838782058,0.705776221842677,0.5614930634721458,0.4881364874171248,0.5721140472293005,0.8123823009681714,0.7233994992877414,0.7506987129747668,0.6653475248332217,0.2339869346918167,0.36655036377360484,0.5098433010951836,0.6164152636131514,0.2172158504757707,0.4411283643118928,0.7902352152442761,0.4528916487110624,0.23971190675101636,0.03961929321672697,0.2562407888540863,0.32975882603490775,0.04805653643242391,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.49877093162312375,0.9087190185933824,275.0,121.0,0
Alabama,2006,57.0,0.8544737550638057,0.872751984067251,0.870413814084965,0.9083989486122694,0.9339820042320565,0.9124803889071151,0.8762382332760844,0.9136623855687279,0.9100374464629785,0.8937825733548955,0.8911426334849334,0.8965095297107238,0.8037133984048369,0.6555073009004457,0.746197374682588,0.8344965015073476,0.7665043597536855,0.6839643510491853,0.6246169123510372,0.6793111664084583,0.6788062536027486,0.6949412206840961,0.7084524872999066,0.7486821117650188,0.4342866797727041,0.3748888181997911,0.2690372861772779,0.25676359012212785,0.31954251379499016,0.14352809132274366,0.28469222643999675,0.2852021526458142,0.26921659424156785,0.35674371508638236,0.33694508098695464,0.3434864486097925,0.04805653643242391,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.49877093162312375,0.9087190185933824,275.0,121.0,0
Alabama,2007,42.0,0.8988695426891978,0.890868500455065,0.8863056963524817,0.8991589213061174,0.8956048162279495,0.8734385119214434,0.8929125121523304,0.8834039877892118,0.9147041636883984,0.9238326840826229,0.9061930960922493,0.8992321127075922,0.685998994815425,0.681948228986597,0.8466163057903249,0.6658379324763002,0.8312294663795673,0.7060301455299833,0.47872330547610864,0.7787444687788785,0.7655623656873143,0.7689911270344985,0.7171094893271472,0.7587622648963069,0.35369410786985556,0.19211951165853444,0.1265250107714657,0.3028868515539943,0.056536842999016554,0.1953834080573616,0.44436797853307397,0.20231565397420465,0.23548761401881307,0.2705975844644428,0.1908103218153749,0.3387415855382914,0.04805653643242391,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.49877093162312375,0.9087190185933824,275.0,121.0,0
Alabama,2008,71.0,0.8906604226934022,0.9023808891780558,0.8235521591857698,0.9008498099832039,0.9328212291317762,0.9256023863165085,0.9015825801489419,0.9047466254684969,0.9289246486424653,0.8864095772491444,0.8469903165837969,0.8660758876191156,0.6512310538027807,0.7303323916167357,0.740765709218174,0.7114741066032653,0.7532188339641436,0.6562154453874773,0.5648850306346322,0.5146949847495164,0.6739775822203669,0.6664017985835159,0.6680354000963635,0.7247122146941267,0.37365255842505796,0.3946919310846553,0.34805313722837833,0.37205078302921535,0.33995840595092774,0.20641203135064,0.40201565464233135,0.6066067821058623,0.15450419753432926,0.2412824665581455,0.257762673325839,0.6043830904292438,0.04805653643242391,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.49877093162312375,0.9087190185933824,275.0,121.0,0
Alabama,2009,54.0,0.8652366273105794,0.8732144536346976,0.853039432498499,0.8783277097357179,0.9599048720508581,0.9196921011354837,0.9073554283042842,0.917615440955676,0.9210424313322846,0.9630958413339231,0.9156064214212342,0.9078893343932752,0.6975698645224269,0.723570224543981,0.7329450444025382,0.70284935441172,0.6957945172674299,0.6743812795788715,0.4570720426771582,0.49421145662172017,0.6270462386136126,0.6367155761764008,0.6993390725467765,0.6347397736280147,0.35802357319996453,0.30445010549544027,0.7677815514109145,0.341500248176931,0.6367370069755552,0.18171674872210142,0.4974136150602684,0.39790281496163776,0.6209144309963892,0.5210965654760942,0.3216180113426927,0.8962635176533909,0.04805653643242391,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.49877093162312375,0.9087190185933824,275.0,121.0,0
