state,year,yield_bu_acre,ndvi_01,ndvi_02,ndvi_03,ndvi_04,ndvi_05,ndvi_06,ndvi_07,ndvi_08,ndvi_09,ndvi_10,ndvi_11,ndvi_12,tmax_01,tmax_02,tmax_03,tmax_04,tmax_05,tmax_06,tmax_07,tmax_08,tmax_09,tmax_10,tmax_11,tmax_12,precip_01,precip_02,precip_03,precip_04,precip_05,precip_06,precip_07,precip_08,precip_09,precip_10,precip_11,precip_12,ph,ocd,clay,sand,silt,bd,planting_doy,harvest_doy,irr_frac_filled,irr_flag
Alabama,2000,54.0,0.8317906636615591,0.8639703084970609,0.8992517223140775,0.900807598178099,0.8932258614270885,0.8912912561588588,0.8522229938411073,0.8566097533572536,0.8724919555124915,0.8173159202928689,0.8610459751469575,0.8544289811733022,13.505078136775126,19.36977806171012,22.146674274029863,22.904513305938565,30.11997629106452,31.827542162494524,34.75607221860179,34.46454366057935,29.293108037288107,26.581619326219197,16.97318253589134,9.401146793432872,3.911315289688938,1.801514844922324,4.277610579957453,4.199022520541134,1.2070081690432657,3.2526739474567337,1.815866130868723,1.9390479285337616,2.963783452414951,0.6731391101264672,6.635257232227223,3.4583957242143772,0.0480565364324239,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.4987709316231237,0.9087190185933824,275.0,121.0,0.0928973059794457,0
Alabama,2001,48.0,0.8177040943609883,0.8556668630177025,0.8131853422547215,0.9016734584838142,0.9058746525174184,0.7743183642784315,0.9067022750452312,0.9120644848528356,0.9124044479177206,0.8680376005392202,0.833123273386847,0.8997431911917138,11.702784873947962,17.66283280374421,16.48870056061446,25.10458312996144,28.415820380235857,29.92263477223827,32.14678404443589,31.09411770080419,27.85379813611752,23.561673041862548,22.86230544502962,16.094055663108804,3.897829550558203,3.888905976367932,8.316497567315503,3.2831914745270803,3.3593929963710556,6.018592214971705,3.196833747741096,4.517637633126812,4.1150728904216916,2.7739970010892923,3.013375296765088,3.462004258500356,0.0480565364324239,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.4987709316231237,0.9087190185933824,275.0,121.0,0.0928973059794457,0
Alabama,2002,40.0,0.8556439868100418,0.8696801368087332,0.8105180818245298,0.8777909230904917,0.928551418008859,0.9321951558473188,0.9035769421772109,0.9123308878133592,0.9069308020190322,0.9776506407070752,0.933369230557386,0.9155399022001122,15.34230592111578,14.017756231901274,20.442396073256077,25.536070670798836,27.86310515595119,31.27215880138516,32.570584549647094,32.58633631838126,30.330058821999216,24.017919719653605,16.61875357342751,13.439200484783557,4.28735170003745,2.7750312874697967,4.84030456961743,1.8308050207793083,3.536262355685416,3.046325609858135,4.504769663741517,2.5729810116869536,6.576065589916681,4.589741355410711,4.204802762758137,5.397626199342132,0.0480565364324239,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.4987709316231237,0.9087190185933824,275.0,121.0,0.0928973059794457,0
Alabama,2003,41.0,0.8644831488748083,0.8452714032392755,0.8577713861724604,0.9022023831224276,0.9561976273057984,0.9082032715442534,0.895068018110358,0.9156678259823342,0.917085533415142,0.8833682537393914,0.8857942839833822,0.8995994841996693,10.638262472501935,14.806530726484198,19.85951253057283,24.56313260032869,27.5308846828255,29.50452660553401,30.925723020397925,31.63987839348954,28.787302115065245,24.529672229248888,21.030599540822664,13.255669798330985,2.003401778448513,6.310655420465394,3.89583579482881,5.472345346645677,7.055529131440407,6.8489167182881285,6.560917914992523,4.893075906627181,3.086362767756979,1.3665550651628056,4.048383957963525,2.785938339999942,0.0480565364324239,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.4987709316231237,0.9087190185933824,275.0,121.0,0.0928973059794457,0
Alabama,2004,48.0,0.8641738741998247,0.811423294364288,0.8180354939703058,0.893914404977466,0.9172712985282658,0.907087812762451,0.931014407396652,0.9293976626332696,0.922061610821152,0.9112756719669136,0.9211662500923832,0.9228880973164226,13.114059235906666,12.698975322699596,22.179794081664056,24.104772068297564,28.914789495608375,29.716273932954948,31.91384503764283,30.408875170255328,28.532694779537167,25.812171085974,19.438965199074858,13.462751814381136,2.705801369614364,6.278395076051718,1.8422572795700796,2.8460482840931425,3.3401794369797404,6.538618017172913,3.617955429623704,3.5736775561384375,5.694814897995532,3.1672786587969903,7.076103878065082,3.946838661166427,0.0480565364324239,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.4987709316231237,0.9087190185933824,275.0,121.0,0.0928973059794457,0
Alabama,2005,50.0,0.8806835426619023,0.8818602101071411,0.8147510946446378,0.8961337490489778,0.9359631998763468,0.9176719855744426,0.8819731210074896,0.9280601439918168,0.9264194146894013,0.9181128475200616,0.8745699535076946,0.8933526414604493,15.294116596460128,16.320028277505628,18.578221410640367,23.21510406916309,27.030139840931895,30.307794650893072,31.86741530803704,32.20391547701496,31.3660853552052,24.390054441102052,19.97437550986706,13.028752252554057,2.383804289827065,4.562103825621135,4.9834965403078435,6.405655333240142,2.4847854210167344,5.375988162946963,7.850642813948896,5.096206344947645,2.718757266545253,0.4767729194888899,3.159211340199379,3.2636327014502564,0.0480565364324239,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.4987709316231237,0.9087190185933824,275.0,121.0,0.0928973059794457,0
Alabama,2006,57.0,0.8544737550638057,0.872751984067251,0.870413814084965,0.9083989486122694,0.9339820042320564,0.9124803889071152,0.8762382332760844,0.913662385568728,0.9100374464629783,0.8937825733548955,0.8911426334849334,0.8965095297107238,17.10743530205042,13.970022645210804,20.592001811675857,26.90267299004205,28.2455765241142,32.80681279417962,34.23272261621901,34.10959894568015,29.172285369673716,23.68517045583144,18.753354813745887,16.141050167118408,4.393323774051487,4.665718169613994,2.66609578965456,2.676476020250233,3.6552767915653273,1.7512931438614805,2.8349324056681926,3.2134101771921824,3.0498390799269446,4.177530599761156,4.148459605538956,3.39733354607961,0.0480565364324239,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.4987709316231237,0.9087190185933824,275.0,121.0,0.0928973059794457,0
Alabama,2007,42.0,0.8988695426891978,0.890868500455065,0.8863056963524817,0.8991589213061174,0.8956048162279495,0.8734385119214434,0.8929125121523304,0.8834039877892118,0.9147041636883984,0.9238326840826228,0.9061930960922492,0.8992321127075922,13.145584219615444,14.92074467629027,23.59561661021428,22.76297448221129,29.54101010107098,33.25706380275875,31.704277861409707,35.87726212555913,30.597133321007504,25.51931488263108,19.00356364241088,16.517513778735918,3.5847738507496363,2.3946112196461016,1.294626500918867,3.154721848247568,0.6468148903727554,2.382877605774669,4.419144528988451,2.282771194313659,2.6713550868583527,3.1722281615404997,2.357184901359674,3.351120722493466,0.0480565364324239,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.4987709316231237,0.9087190185933824,275.0,121.0,0.0928973059794457,0
Alabama,2008,71.0,0.8906604226934022,0.9023808891780558,0.8235521591857698,0.900849809983204,0.9328212291317762,0.9256023863165084,0.901582580148942,0.9047466254684968,0.9289246486424652,0.8864095772491444,0.8469903165837969,0.8660758876191156,11.975418118146363,16.660467624665046,20.429536123287676,23.883107322314572,27.979674819312436,32.240598295443874,33.197524664397804,31.18315522718865,29.0929811873915,22.978276624768853,17.585200755859773,15.24584610584293,3.7850082307255697,4.911793334831418,3.4265061664541325,3.871873251878903,3.88880952697787,2.5172034097028595,3.9989488256396415,6.8221001598419155,1.7626135049617837,2.83012853042345,3.177866129603268,5.938349019220673,0.0480565364324239,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.4987709316231237,0.9087190185933824,275.0,121.0,0.0928973059794457,0
Alabama,2009,54.0,0.8652366273105794,0.8732144536346976,0.853039432498499,0.8783277097357179,0.959904872050858,0.9196921011354836,0.9073554283042842,0.917615440955676,0.9210424313322846,0.9630958413339232,0.9156064214212342,0.9078893343932752,13.5350188280878,16.417324071119538,20.195613452377643,23.671414112874515,26.8303621049634,32.61127088434495,31.329045368145387,30.819011850650327,28.32219942706729,22.242977661349585,18.48995452536155,11.885644165590918,3.628209477358221,3.790440733828944,7.465769647595675,3.5550989088985143,7.283592276603248,2.2164211992583285,4.945433206975299,4.478798767955022,6.996356310197325,6.095484662612739,3.96058512380306,8.781132570251746,0.0480565364324239,0.4920837263740432,0.6798407364179049,0.4144862818090597,0.4987709316231237,0.9087190185933824,275.0,121.0,0.0928973059794457,0
